89	(30578)	...v..s
90	(30577)	...vsss
91	(30576)	.qqv.c.
92	(30575)	.qqvccc
93	(30574)	.hhhhc.
94	(30573)	..qq...
95	(30572)	..qq...
96	(30571)	...v...
97	(30570)	...v...
98	(30569)	...vs..
99	(30568)	...vs..
100	(30567)	..sss..
101	(30566)	...c...
102	(30565)	..ccc..
103	(30564)	...c...
104	(30563)	...hhhh
105	(30562)	.qqs...
106	(30561)	.qqs...
107	(30560)	vsss...
108	(30559)	v..c...
109	(30558)	v.ccc..
110	(30557)	v..c...
111	(30556)	hhhh...
112	(30555)	.vqq...
113	(30554)	.vqq...
114	(30553)	.vs....
115	(30552)	.vs.c..
116	(30551)	sssccc.
117	(30550)	hhhhc..
118	(30549)	..qq...
119	(30548)	..qq...
120	(30547)	...s...
121	(30546)	...sv..
122	(30545)	.sssv..
123	(30544)	..c.v..
124	(30543)	.cccv..
125	(30542)	..chhhh
126	(30541)	...s...
127	(30540)	...s...
128	(30539)	.sss...
129	(30538)	...c...
130	(30537)	..ccc..
131	(30536)	...c...
132	(30535)	.hhhh..
133	(30534)	....v..
134	(30533)	qqs.v..
135	(30532)	qqs.v..
136	(30531)	ssscv..
137	(30530)	..ccc..
138	(30529)	...c...
139	(30528)	hhhh...
140	(30527)	.qq....
141	(30526)	.qqqq..
142	(30525)	..vqq..
143	(30524)	..v.v..
144	(30523)	..v.v..
145	(30522)	..v.v..
146	(30521)	..s.vc.
147	(30520)	..s.ccc
148	(30519)	sss..c.
149	(30518)	..hhhh.
150	(30517)	...vqq.
151	(30516)	...vqq.
152	(30515)	...v.s.
153	(30514)	...v.s.
154	(30513)	...sss.
155	(30512)	..c.v..
156	(30511)	.cccv..
157	(30510)	..c.v..
158	(30509)	hhhhv..
159	(30508)	.qq.s..
160	(30507)	.qq.s..
161	(30506)	..sss..
162	(30505)	...c...
163	(30504)	..ccc..
164	(30503)	...c...
165	(30502)	..hhhh.
166	(30501)	...v...
167	(30500)	...v...
168	(30499)	...v.s.
169	(30498)	...v.s.
170	(30497)	...sss.
171	(30496)	...c...
172	(30495)	..ccc..
173	(30494)	...c...
174	(30493)	..hhhh.
175	(30492)	....vqq
176	(30491)	....vqq
177	(30490)	....v.s
178	(30489)	....v.s
179	(30488)	..qqsss
180	(30487)	..qqc..
181	(30486)	...ccc.
182	(30485)	....c..
183	(30484)	..hhhh.
184	(30483)	....qqs
185	(30482)	.v..qqs
186	(30481)	.v.csss
187	(30480)	.vccc..
188	(30479)	.v.c...
189	(30478)	hhhh.qq
190	(30477)	...v.qq
191	(30476)	.c.v..s
192	(30475)	cccv..s
193	(30474)	.c.vsss
194	(30473)	.hhhh..
195	(30472)	..qq...
196	(30471)	..qq...
197	(30470)	...v...
198	(30469)	...v...
199	(30468)	...vs..
200	(30467)	...vs..
201	(30466)	..sss..
202	(30465)	...c...
203	(30464)	..ccc..
204	(30463)	...c...
205	(30462)	hhhh...
206	(30461)	..v....
207	(30460)	..v....
208	(30459)	..v.s..
209	(30458)	..v.s..
210	(30457)	..sss..
211	(30456)	..c..qq
212	(30455)	.ccc.qq
213	(30454)	..chhhh
214	(30453)	.....qq
215	(30452)	..v..qq
216	(30451)	..v...s
217	(30450)	..v...s
218	(30449)	..vcsss
219	(30448)	..ccc..
220	(30447)	...c...
221	(30446)	...hhhh
222	(30445)	.....qq
223	(30444)	..s..qq
224	(30443)	..s...v
225	(30442)	sssc..v
226	(30441)	..ccc.v
227	(30440)	...c..v
228	(30439)	...hhhh
229	(30438)	...sqq.
230	(30437)	...sqq.
231	(30436)	.sss.v.
232	(30435)	...c.v.
233	(30434)	..cccv.
234	(30433)	...c.v.
235	(30432)	..hhhh.
236	(30431)	..v....
237	(30430)	..v....
238	(30429)	..v.qq.
239	(30428)	..v.qq.
240	(30427)	..s.c..
241	(30426)	..sccc.
242	(30425)	sss.c..
243	(30424)	.hhhh..
244	(30423)	..qq...
245	(30422)	..qq...
246	(30421)	..s....
247	(30420)	..sv...
248	(30419)	sssv...
249	(30418)	.c.v...
250	(30417)	cccv...
251	(30416)	.chhhh.
252	(30415)	.....s.
253	(30414)	.....s.
254	(30413)	...sss.
255	(30412)	...c...
256	(30411)	..ccc..
257	(30410)	qq.c...
258	(30409)	qq.hhhh
259	(30408)	.vqq...
260	(30407)	.vqq...
261	(30406)	vv.s...
262	(30405)	vv.s...
263	(30404)	vsss...
264	(30403)	vc.....
265	(30402)	ccc....
266	(30401)	.c.....
267	(30400)	.hhhh..
268	(30399)	..v....
269	(30398)	qqv..s.
270	(30397)	qqv..s.
271	(30396)	.cvsss.
272	(30395)	ccchhhh
273	(30394)	.cqq...
274	(30393)	..qq...
275	(30392)	..v....
276	(30391)	..v....
277	(30390)	..v....
278	(30389)	..v....
279	(30388)	..s....
280	(30387)	..s....
281	(30386)	sssc...
282	(30385)	..ccc..
283	(30384)	...c...
284	(30383)	hhhh...
285	(30382)	.vqq...
286	(30381)	.vqq...
287	(30380)	.v.s...
288	(30379)	.v.s...
289	(30378)	.sss...
290	(30377)	...c...
291	(30376)	..ccc..
292	(30375)	...c...
293	(30374)	hhhh...
294	(30373)	...vqq.
295	(30372)	...vqq.
296	(30371)	...vs..
297	(30370)	...vs..
298	(30369)	..sss..
299	(30368)	...c...
300	(30367)	..ccc..
301	(30366)	...c...
302	(30365)	..hhhh.
303	(30364)	...v...
304	(30363)	...v...
305	(30362)	.c.vs..
306	(30361)	cccvs..
307	(30360)	.csss..
308	(30359)	.hhhh..
309	(30358)	...v...
310	(30357)	...v...
311	(30356)	qq.vs..
312	(30355)	qq.vs..
313	(30354)	.csss..
314	(30353)	ccc....
315	(30352)	.c.....
316	(30351)	qq.....
317	(30350)	qq.qq..
318	(30349)	.v.qq.s
319	(30348)	.vhhhhs
320	(30347)	.v.csss
321	(30346)	.vccc..
322	(30345)	.qqc...
323	(30344)	.qq....
324	(30343)	..v....
325	(30342)	..vhhhh
326	(30341)	..v.s..
327	(30340)	..v.s..
328	(30339)	..sss..
329	(30338)	...c...
330	(30337)	..ccc..
331	(30336)	...c...
332	(30335)	..hhhh.
333	(30334)	..s....
334	(30333)	..sqq..
335	(30332)	sssqq..
336	(30331)	hhhh...
337	(30330)	.v..c..
338	(30329)	.v.ccc.
339	(30328)	.v.sc..
340	(30327)	.v.s...
341	(30326)	.sss...
342	(30325)	.c.....
343	(30324)	cccqq..
344	(30323)	.c.qq..
345	(30322)	hhhh...
346	(30321)	..qq...
347	(30320)	..qq.v.
348	(30319)	..v..v.
349	(30318)	..v..vs
350	(30317)	..v..vs
351	(30316)	..vcsss
352	(30315)	..ccc..
353	(30314)	...c...
354	(30313)	..hhhh.
355	(30312)	.qq...s
356	(30311)	.qq...s
357	(30310)	..v.sss
358	(30309)	..v.c..
359	(30308)	..vccc.
360	(30307)	.vv.c..
361	(30306)	.vhhhh.
362	(30305)	.vs....
363	(30304)	.vs.qq.
364	(30303)	ssscqq.
365	(30302)	..ccc..
366	(30301)	...c...
367	(30300)	..hhhh.
368	(30299)	..qq...
369	(30298)	..qq...
370	(30297)	..sv...
371	(30296)	..sv...
372	(30295)	sssv...
373	(30294)	..cv...
374	(30293)	.ccc...
375	(30292)	..c...s
376	(30291)	..hhhhs
377	(30290)	....sss
378	(30289)	..qqv..
379	(30288)	v.qqv..
380	(30287)	v.c.v..
381	(30286)	vcccv..
382	(30285)	v.c.s..
383	(30284)	hhhhs..
384	(30283)	..sss..
385	(30282)	....c..
386	(30281)	...ccc.
387	(30280)	....c..
388	(30279)	...hhhh
389	(30278)	....qqs
390	(30277)	....qqs
391	(30276)	..qqsss
392	(30275)	..qqc..
393	(30274)	.v.ccc.
394	(30273)	vv..c..
395	(30272)	vvhhhh.
396	(30271)	vvqq.s.
397	(30270)	vcqq.s.
398	(30269)	cccsss.
399	(30268)	.chhhh.
400	(30267)	.....v.
401	(30266)	.....v.
402	(30265)	...qqvs
403	(30264)	..cqqvs
404	(30263)	.cccsss
405	(30262)	..chhhh
406	(30261)	....qqs
407	(30260)	....qqs
408	(30259)	....sss
409	(30258)	..chhhh
410	(30257)	.cccv..
411	(30256)	..c.v..
412	(30255)	vqq.vs.
413	(30254)	vqq.vs.
414	(30253)	v.csss.
415	(30252)	vccc...
416	(30251)	qqc....
417	(30250)	qqhhhh.
418	(30249)	.v..s..
419	(30248)	.v..s..
420	(30247)	.vsssc.
421	(30246)	.v..ccc
422	(30245)	.hhhhc.
423	(30244)	qqs....
424	(30243)	qqs..v.
425	(30242)	sss..v.
426	(30241)	.c...v.
427	(30240)	ccc..v.
428	(30239)	.chhhh.
429	(30238)	....s..
430	(30237)	....s..
431	(30236)	qqsssc.
432	(30235)	qq..ccc
433	(30234)	.v...c.
434	(30233)	.v..qq.
435	(30232)	.v..qq.
436	(30231)	.v...s.
437	(30230)	.hhhhs.
438	(30229)	..csss.
439	(30228)	.ccc...
440	(30227)	..chhhh
441	(30226)	..qq...
442	(30225)	..qq...
443	(30224)	..v....
444	(30223)	.vv....
445	(30222)	.vv.s..
446	(30221)	.vv.s..
447	(30220)	.vsss..
448	(30219)	hhhh...
449	(30218)	..v....
450	(30217)	..v..c.
451	(30216)	..v.ccc
452	(30215)	.cv.sc.
453	(30214)	ccc.s..
454	(30213)	.csss..
455	(30212)	.hhhh..
456	(30211)	....sqq
457	(30210)	....sqq
458	(30209)	..sssc.
459	(30208)	....ccc
460	(30207)	qq...c.
461	(30206)	qq.hhhh
462	(30205)	.vqq...
463	(30204)	.vqq...
464	(30203)	.v.s.c.
465	(30202)	.v.sccc
466	(30201)	.sss.c.
467	(30200)	..hhhh.
468	(30199)	..v.v..
469	(30198)	..v.v..
470	(30197)	..v.v..
471	(30196)	..v.v..
472	(30195)	..qqs..
473	(30194)	..qqs..
474	(30193)	..sss..
475	(30192)	..c....
476	(30191)	.ccc...
477	(30190)	..c....
478	(30189)	.hhhh..
479	(30188)	....qq.
480	(30187)	....qq.
481	(30186)	...s.v.
482	(30185)	...s.v.
483	(30184)	.sss.v.
484	(30183)	hhhh.v.
485	(30182)	...v.c.
486	(30181)	...vccc
487	(30180)	.qqvsc.
488	(30179)	.qqvs..
489	(30178)	..sss..
490	(30177)	...c...
491	(30176)	..ccc..
492	(30175)	...c...
493	(30174)	hhhh...
494	(30173)	..qq...
495	(30172)	..qq...
496	(30171)	..v....
497	(30170)	..v....
498	(30169)	..v..s.
499	(30168)	..v..s.
500	(30167)	..csss.
501	(30166)	.ccc...
502	(30165)	..c....
503	(30164)	.qq....
504	(30163)	.qq....
505	(30162)	.v.....
506	(30161)	.vhhhh.
507	(30160)	.v.s...
508	(30159)	.v.s...
509	(30158)	.sss...
510	(30157)	.c.....
511	(30156)	ccc....
512	(30155)	.c.....
513	(30154)	hhhh...
514	(30153)	...vqq.
515	(30152)	...vqq.
516	(30151)	...v.s.
517	(30150)	.c.v.s.
518	(30149)	cccsss.
519	(30148)	.chhhh.
520	(30147)	..v....
521	(30146)	..v....
522	(30145)	qqvs...
523	(30144)	qqvs...
524	(30143)	.sssc..
525	(30142)	...ccc.
526	(30141)	....c..
527	(30140)	.hhhh..
528	(30139)	..qq...
529	(30138)	..qq...
530	(30137)	..v....
531	(30136)	..v....
532	(30135)	..v.s..
533	(30134)	..v.s..
534	(30133)	..sss..
535	(30132)	...c...
536	(30131)	..ccc..
537	(30130)	...c...
538	(30129)	hhhh...
539	(30128)	..qq.s.
540	(30127)	..qq.s.
541	(30126)	.v.sss.
542	(30125)	.v.c...
543	(30124)	.vccc..
544	(30123)	.v.c...
545	(30122)	.hhhh..
546	(30121)	....v..
547	(30120)	....v..
548	(30119)	..qqv.s
549	(30118)	..qqv.s
550	(30117)	...csss
551	(30116)	..ccc..
552	(30115)	...c...
553	(30114)	hhhh...
554	(30113)	...qqs.
555	(30112)	...qqs.
556	(30111)	...sss.
557	(30110)	..vhhhh
558	(30109)	..v.v..
559	(30108)	..v.v..
560	(30107)	..v.v..
561	(30106)	..c.v..
562	(30105)	.cccs..
563	(30104)	..c.s..
564	(30103)	..sss..
565	(30102)	...c...
566	(30101)	..ccc..
567	(30100)	...c...
568	(30099)	..hhhh.
569	(30098)	...qq.s
570	(30097)	..vqq.s
571	(30096)	..v.sss
572	(30095)	qqv..c.
573	(30094)	qqv.ccc
574	(30093)	.hhhhc.
575	(30092)	....v..
576	(30091)	....v..
577	(30090)	....v..
578	(30089)	....v..
579	(30088)	..qqs..
580	(30087)	..qqs..
581	(30086)	.csss..
582	(30085)	ccc....
583	(30084)	.chhhh.
584	(30083)	..qq...
585	(30082)	..qq...
586	(30081)	..v....
587	(30080)	..v....
588	(30079)	..v.s..
589	(30078)	..v.s..
590	(30077)	..sss..
591	(30076)	...c...
592	(30075)	..ccc..
593	(30074)	...c...
594	(30073)	hhhh...
595	(30072)	.qq....
596	(30071)	.qq....
597	(30070)	..v....
598	(30069)	..v....
599	(30068)	..v.s..
600	(30067)	..v.s..
601	(30066)	..sss..
602	(30065)	...c...
603	(30064)	..ccc..
604	(30063)	...c...
605	(30062)	..hhhh.
606	(30061)	..qq...
607	(30060)	..qq...
608	(30059)	..v....
609	(30058)	..v....
610	(30057)	..vs.c.
611	(30056)	..vsccc
612	(30055)	.sss.c.
613	(30054)	...hhhh
614	(30053)	......s
615	(30052)	......s
616	(30051)	..v.sss
617	(30050)	qqv.v..
618	(30049)	qqv.v..
619	(30048)	.cv.v.s
620	(30047)	ccc.v.s
621	(30046)	.c..sss
622	(30045)	hhhhc..
623	(30044)	...ccc.
624	(30043)	....c..
625	(30042)	..hhhh.
626	(30041)	....qq.
627	(30040)	....qq.
628	(30039)	....v..
629	(30038)	....v..
630	(30037)	....v..
631	(30036)	....v..
632	(30035)	....s..
633	(30034)	....s..
634	(30033)	qqsssc.
635	(30032)	qq..ccc
636	(30031)	.hhhhc.
637	(30030)	..v....
638	(30029)	..v...s
639	(30028)	..v...s
640	(30027)	..vcsss
641	(30026)	qqccc..
642	(30025)	qq.cv..
643	(30024)	hhhhv..
644	(30023)	..qqv..
645	(30022)	..qqv..
646	(30021)	..s.c..
647	(30020)	..sccc.
648	(30019)	sss.c..
649	(30018)	..hhhh.
650	(30017)	..qq...
651	(30016)	..qq...
652	(30015)	..v....
653	(30014)	..v....
654	(30013)	..v.s..
655	(30012)	..v.s..
656	(30011)	.csss..
657	(30010)	ccc....
658	(30009)	.c.....
659	(30008)	.hhhh..
660	(30007)	....v..
661	(30006)	....v..
662	(30005)	.qq.vs.
663	(30004)	.qq.vs.
664	(30003)	..csss.
665	(30002)	.ccc...
666	(30001)	..chhhh
667	(30000)	....v..
668	(29999)	....v..
669	(29998)	..qqvs.
670	(29997)	..qqvs.
671	(29996)	...sss.
672	(29995)	...c...
673	(29994)	..ccc..
674	(29993)	...c...
675	(29992)	...hhhh
676	(29991)	...qq.s
677	(29990)	..vqq.s
678	(29989)	..v.sss
679	(29988)	..v.c..
680	(29987)	..vccc.
681	(29986)	hhhhcqq
682	(29985)	..v..qq
683	(29984)	..v..c.
684	(29983)	..v.ccc
685	(29982)	..v..c.
686	(29981)	..shhhh
687	(29980)	..ssv..
688	(29979)	ssssv..
689	(29978)	.sssv..
690	(29977)	...cv..
691	(29976)	..ccc..
692	(29975)	...c...
693	(29974)	hhhh...
694	(29973)	..v....
695	(29972)	qqv.qq.
696	(29971)	qqv.qq.
697	(29970)	.cv..s.
698	(29969)	ccc..s.
699	(29968)	.c.sss.
700	(29967)	hhhh...
701	(29966)	.qq.s..
702	(29965)	.qq.s..
703	(29964)	..sss..
704	(29963)	....c..
705	(29962)	...ccc.
706	(29961)	..v.c..
707	(29960)	..vhhhh
708	(29959)	v.v.s..
709	(29958)	v.v.s..
710	(29957)	v.sss..
711	(29956)	v..c...
712	(29955)	qqccc..
713	(29954)	qq.c...
714	(29953)	.hhhh..
715	(29952)	...qq.s
716	(29951)	...qq.s
717	(29950)	....sss
718	(29949)	....c..
719	(29948)	...ccc.
720	(29947)	....c..
721	(29946)	...hhhh
722	(29945)	.vqq...
723	(29944)	.vqq...
724	(29943)	vv.s...
725	(29942)	vv.s...
726	(29941)	vsssc..
727	(29940)	v..ccc.
728	(29939)	hhhhc..
729	(29938)	.qq.s..
730	(29937)	.qq.s..
731	(29936)	..sss..
732	(29935)	v..c...
733	(29934)	v.ccc..
734	(29933)	v..c...
735	(29932)	v.hhhh.
736	(29931)	vqq....
737	(29930)	vqq....
738	(29929)	v.s....
739	(29928)	v.s....
740	(29927)	sssc...
741	(29926)	..ccc..
742	(29925)	...c...
743	(29924)	.hhhh..
744	(29923)	...v...
745	(29922)	...v...
746	(29921)	...v.s.
747	(29920)	...v.s.
748	(29919)	...sss.
749	(29918)	...c...
750	(29917)	..ccc..
751	(29916)	..vc...
752	(29915)	..vhhhh
753	(29914)	..v.s..
754	(29913)	..v.s..
755	(29912)	qqsss..
756	(29911)	qq.c...
757	(29910)	qqccc..
758	(29909)	qq.c...
759	(29908)	.hhhh..
760	(29907)	....v..
761	(29906)	....v..
762	(29905)	....v..
763	(29904)	qq.svc.
764	(29903)	qq.sccc
765	(29902)	.sss.c.
766	(29901)	..hhhh.
767	(29900)	..qqs..
768	(29899)	.vqqs..
769	(29898)	.vsss..
770	(29897)	.v.c...
771	(29896)	.vccc..
772	(29895)	qqsc...
773	(29894)	qqshhhh
774	(29893)	sssc...
775	(29892)	..ccc..
776	(29891)	...c..v
777	(29890)	.hhhh.v
778	(29889)	...v..v
779	(29888)	...v..v
780	(29887)	...vqqs
781	(29886)	...vqqs
782	(29885)	...csss
783	(29884)	..ccc..
784	(29883)	...c...
785	(29882)	..hhhh.
786	(29881)	....qq.
787	(29880)	....qq.
788	(29879)	....v..
789	(29878)	...sv..
790	(29877)	...sv..
791	(29876)	.sssvc.
792	(29875)	hhhhccc
793	(29874)	..v..c.
794	(29873)	..v.qqs
795	(29872)	..v.qqs
796	(29871)	..vcsss
797	(29870)	..ccc..
798	(29869)	v..c.qq
799	(29868)	vhhhhqq
800	(29867)	v.s..c.
801	(29866)	v.s.ccc
802	(29865)	sss..c.
803	(29864)	..hhhh.
804	(29863)	....qqs
805	(29862)	....qqs
806	(29861)	....sss
807	(29860)	...v.c.
808	(29859)	...vccc
809	(29858)	...v.c.
810	(29857)	...vqq.
811	(29856)	hhhhqq.
812	(29855)	...s.c.
813	(29854)	...sccc
814	(29853)	.sss.c.
815	(29852)	..hhhh.
816	(29851)	....v..
817	(29850)	....v..
818	(29849)	....v..
819	(29848)	....v..
820	(29847)	vqq.s..
821	(29846)	vqq.s..
822	(29845)	v.sss..
823	(29844)	v..c...
824	(29843)	qqccc..
825	(29842)	qq.c...
826	(29841)	.chhhh.
827	(29840)	ccc....
828	(29839)	.cv....
829	(29838)	..v....
830	(29837)	..vv...
831	(29836)	..vv...
832	(29835)	qqsv.s.
833	(29834)	qqsv.s.
834	(29833)	ssssss.
835	(29832)	.c.hhhh
836	(29831)	ccchhhh
837	(29830)	.cqq...
838	(29829)	..qq...
839	(29828)	..s....
840	(29827)	..s.v..
841	(29826)	sss.v..
842	(29825)	.c..v..
843	(29824)	ccc.v..
844	(29823)	.chhhh.
845	(29822)	....qq.
846	(29821)	....qq.
847	(29820)	.....s.
848	(29819)	.....s.
849	(29818)	...sss.
850	(29817)	...hhhh
851	(29816)	......v
852	(29815)	.v....v
853	(29814)	.v....v
854	(29813)	.v....v
855	(29812)	.vc.qqs
856	(29811)	.cccqqs
857	(29810)	..ccsss
858	(29809)	..ccc..
859	(29808)	...c...
860	(29807)	...hhhh
861	(29806)	...v...
862	(29805)	...v...
863	(29804)	.qqvs..
864	(29803)	.qqvs..
865	(29802)	..sss..
866	(29801)	.qq.c..
867	(29800)	.qqccc.
868	(29799)	.v..c..
869	(29798)	.vhhhh.
870	(29797)	.v.s...
871	(29796)	.v.s...
872	(29795)	.sss...
873	(29794)	...c...
874	(29793)	..ccc..
875	(29792)	...c...
876	(29791)	...hhhh
877	(29790)	....qq.
878	(29789)	....qq.
879	(29788)	....s..
880	(29787)	....s..
881	(29786)	..sss..
882	(29785)	...c...
883	(29784)	..ccc..
884	(29783)	...c...
885	(29782)	...hhhh
886	(29781)	..qq...
887	(29780)	..qq...
888	(29779)	..v....
889	(29778)	.vv....
890	(29777)	.vv....
891	(29776)	.vv....
892	(29775)	.vc..s.
893	(29774)	.ccc.s.
894	(29773)	..csss.
895	(29772)	.hhhh..
896	(29771)	.v.....
897	(29770)	.v.....
898	(29769)	.v.....
899	(29768)	.v.qq.s
900	(29767)	.c.qq.s
901	(29766)	ccc.sss
902	(29765)	.chhhh.
903	(29764)	...v...
904	(29763)	...v...
905	(29762)	..sv...
906	(29761)	..sv...
907	(29760)	sssc...
908	(29759)	..ccc..
909	(29758)	...c...
910	(29757)	.hhhh..
911	(29756)	..qq...
912	(29755)	..qq...
913	(29754)	...vqq.
914	(29753)	...vqq.
915	(29752)	.c.vs..
916	(29751)	cccvs..
917	(29750)	.csss..
918	(29749)	.hhhh..
919	(29748)	.v.....
920	(29747)	.v.....
921	(29746)	.v.s...
922	(29745)	.v.s.qq
923	(29744)	.ssscqq
924	(29743)	...ccc.
925	(29742)	hhhhc..
926	(29741)	.qq....
927	(29740)	.qq.v..
928	(29739)	..s.v..
929	(29738)	..s.v..
930	(29737)	ssscv..
931	(29736)	..ccc..
932	(29735)	...c...
933	(29734)	..hhhh.
934	(29733)	....v..
935	(29732)	.qq.v..
936	(29731)	.qq.v.s
937	(29730)	.c..v.s
938	(29729)	ccc.sss
939	(29728)	.chhhh.
940	(29727)	..v.qq.
941	(29726)	..v.qq.
942	(29725)	..v.s..
943	(29724)	..v.s..
944	(29723)	..sss..
945	(29722)	...c...
946	(29721)	..ccc..
947	(29720)	...c...
948	(29719)	...hhhh
949	(29718)	....v..
950	(29717)	....v..
951	(29716)	....v..
952	(29715)	..qqv..
953	(29714)	..qqc..
954	(29713)	..sccc.
955	(29712)	..s.c..
956	(29711)	ssshhhh
957	(29710)	.vqq...
958	(29709)	.vqq...
959	(29708)	.v.s...
960	(29707)	.v.s...
961	(29706)	.sss.c.
962	(29705)	.v..ccc
963	(29704)	.v...c.
964	(29703)	.v.hhhh
965	(29702)	.vqq.s.
966	(29701)	.cqq.s.
967	(29700)	cccsss.
968	(29699)	.chhhh.
969	(29698)	..v....
970	(29697)	..v....
971	(29696)	..v....
972	(29695)	..v....
973	(29694)	qqs....
974	(29693)	qqs....
975	(29692)	sss....
976	(29691)	.c.....
977	(29690)	ccc....
978	(29689)	.c.....
979	(29688)	.hhhh..
980	(29687)	..qq...
981	(29686)	..qqv..
982	(29685)	...sv..
983	(29684)	...sv..
984	(29683)	.sssv..
985	(29682)	..chhhh
986	(29681)	.ccc.qq
987	(29680)	..cs.qq
988	(29679)	...s.v.
989	(29678)	.sss.v.
990	(29677)	...c.v.
991	(29676)	..cccv.
992	(29675)	...cqq.
993	(29674)	hhhhqq.
994	(29673)	..v..s.
995	(29672)	..v..s.
996	(29671)	..vsss.
997	(29670)	..vc...
998	(29669)	..ccc..
999	(29668)	...c...
1000	(29667)	..hhhh.
1001	(29666)	..qqs..
1002	(29665)	..qqs..
1003	(29664)	..sss..
1004	(29663)	....c.v
1005	(29662)	...cccv
1006	(29661)	....c.v
1007	(29660)	.hhhh.v
1008	(29659)	...qq.s
1009	(29658)	.v.qq.s
1010	(29657)	.v.csss
1011	(29656)	.vccc..
1012	(29655)	.v.c...
1013	(29654)	.hhhh..
1014	(29653)	....v..
1015	(29652)	....v..
1016	(29651)	....v..
1017	(29650)	....v..
1018	(29649)	..qqs..
1019	(29648)	..qqs..
1020	(29647)	..sss..
1021	(29646)	..c.qq.
1022	(29645)	.cccqq.
1023	(29644)	..c.v..
1024	(29643)	hhhhv..
1025	(29642)	...sv..
1026	(29641)	...sv..
1027	(29640)	.sssc..
1028	(29639)	...ccc.
1029	(29638)	hhhhc..
1030	(29637)	..qq...
1031	(29636)	..qq...
1032	(29635)	..v....
1033	(29634)	..v....
1034	(29633)	..v.s..
1035	(29632)	..v.s..
1036	(29631)	..sss..
1037	(29630)	hhhh...
1038	(29629)	..qq...
1039	(29628)	..qq...
1040	(29627)	...v.c.
1041	(29626)	...vccc
1042	(29625)	...vsc.
1043	(29624)	...vs..
1044	(29623)	..sssc.
1045	(29622)	....ccc
1046	(29621)	.....c.
1047	(29620)	...hhhh
1048	(29619)	.qq.s..
1049	(29618)	.qq.s..
1050	(29617)	v.sss..
1051	(29616)	v..c...
1052	(29615)	v.ccc..
1053	(29614)	v..cv..
1054	(29613)	hhhhv..
1055	(29612)	..qqvs.
1056	(29611)	..qqvs.
1057	(29610)	...sss.
1058	(29609)	....c..
1059	(29608)	...ccc.
1060	(29607)	..v.c..
1061	(29606)	..vhhhh
1062	(29605)	qqvs...
1063	(29604)	qqvs...
1064	(29603)	.sss...
1065	(29602)	...c...
1066	(29601)	..ccc..
1067	(29600)	...c...
1068	(29599)	...hhhh
1069	(29598)	...v...
1070	(29597)	...v...
1071	(29596)	...vs..
1072	(29595)	...vs..
1073	(29594)	..sss..
1074	(29593)	...c...
1075	(29592)	..ccc..
1076	(29591)	...c...
1077	(29590)	..hhhh.
1078	(29589)	..v....
1079	(29588)	..v....
1080	(29587)	..v.s..
1081	(29586)	..v.s..
1082	(29585)	..sss..
1083	(29584)	....c..
1084	(29583)	...ccc.
1085	(29582)	qq..c..
1086	(29581)	qq..v..
1087	(29580)	.qq.v..
1088	(29579)	.qq.v..
1089	(29578)	hhhhv..
1090	(29577)	..qqs..
1091	(29576)	..qqs..
